"グループ番号","グループ属性","グループ人数","町丁目コード","座標X","座標Y","校区番号","町丁目名","小学校区名"
3012220,8,1,"103037000",-39096.05,-18107.22,12,"熊本市西区 河内町船津 ","河内小学校"
3012221,8,1,"103037000",-38697.05,-19093.21,12,"熊本市西区 河内町船津 ","河内小学校"
3012222,8,1,"103037000",-39330.2,-18875.04,12,"熊本市西区 河内町船津 ","河内小学校"
3012223,8,1,"103036000",-39452.77,-16821.69,12,"熊本市西区 河内町白浜 ","河内小学校"
3012224,8,1,"103037000",-39096.05,-18107.22,12,"熊本市西区 河内町船津 ","河内小学校"
3012225,8,1,"103037000",-39102.54,-18149.81,12,"熊本市西区 河内町船津 ","河内小学校"
3012226,8,1,"103036000",-38532.47,-17512.73,12,"熊本市西区 河内町白浜 ","河内小学校"
3012227,8,1,"103037000",-38883,-18469.46,12,"熊本市西区 河内町船津 ","河内小学校"
3012228,8,1,"103037000",-38885.8,-18711.9,12,"熊本市西区 河内町船津 ","河内小学校"
3012229,8,1,"103036000",-38856.4,-16606.73,12,"熊本市西区 河内町白浜 ","河内小学校"
3012230,8,1,"103037000",-38862.1,-18488.39,12,"熊本市西区 河内町船津 ","河内小学校"
3012231,8,1,"103036000",-38903.75,-16852.41,12,"熊本市西区 河内町白浜 ","河内小学校"
3012232,8,1,"103036000",-37460.45,-17717.36,12,"熊本市西区 河内町白浜 ","河内小学校"
3012233,8,1,"103037000",-38329.72,-18950.37,12,"熊本市西区 河内町船津 ","河内小学校"
3012234,8,1,"103036000",-38860,-16679.61,12,"熊本市西区 河内町白浜 ","河内小学校"
3012235,8,1,"103037000",-39036.47,-18793.03,12,"熊本市西区 河内町船津 ","河内小学校"
3012236,8,1,"103037000",-38279.21,-18838.13,12,"熊本市西区 河内町船津 ","河内小学校"
3012237,8,1,"103037000",-38094.45,-18107.78,12,"熊本市西区 河内町船津 ","河内小学校"
3012238,8,1,"103036000",-38790.83,-17497.08,12,"熊本市西区 河内町白浜 ","河内小学校"
3012239,8,1,"103037000",-38179.27,-18104.46,12,"熊本市西区 河内町船津 ","河内小学校"
3012240,8,1,"103037000",-38272.79,-18126.53,12,"熊本市西区 河内町船津 ","河内小学校"
3012241,8,1,"103036000",-37681.85,-17725.86,12,"熊本市西区 河内町白浜 ","河内小学校"
3012242,8,1,"103036000",-38367.82,-17346.1,12,"熊本市西区 河内町白浜 ","河内小学校"
3012243,8,1,"103036000",-38980.58,-17082.16,12,"熊本市西区 河内町白浜 ","河内小学校"
3012244,8,1,"103036000",-38980.58,-17082.16,12,"熊本市西区 河内町白浜 ","河内小学校"
3012245,8,1,"103037000",-38959.79,-18003.86,12,"熊本市西区 河内町船津 ","河内小学校"
3012246,8,1,"103036000",-38776.86,-17526.38,12,"熊本市西区 河内町白浜 ","河内小学校"
3012247,8,1,"103037000",-39102.54,-18149.81,12,"熊本市西区 河内町船津 ","河内小学校"
3012248,8,1,"103037000",-38279.21,-18838.13,12,"熊本市西区 河内町船津 ","河内小学校"
3012249,8,1,"103036000",-38982.17,-17071.29,12,"熊本市西区 河内町白浜 ","河内小学校"
3012250,8,1,"103037000",-38903.74,-18470.93,12,"熊本市西区 河内町船津 ","河内小学校"
3012251,8,1,"103036000",-38874.98,-17528.03,12,"熊本市西区 河内町白浜 ","河内小学校"
3012252,8,1,"103036000",-38860.91,-17649.46,12,"熊本市西区 河内町白浜 ","河内小学校"
3012253,8,1,"103036000",-38874.98,-17528.03,12,"熊本市西区 河内町白浜 ","河内小学校"
3012254,8,1,"103037000",-38266.96,-17992.95,12,"熊本市西区 河内町船津 ","河内小学校"
3012255,8,1,"103036000",-38543.44,-17289.59,12,"熊本市西区 河内町白浜 ","河内小学校"
3012256,8,1,"103037000",-38596.77,-18759.68,12,"熊本市西区 河内町船津 ","河内小学校"
3012257,8,1,"103036000",-38783.79,-16772.52,12,"熊本市西区 河内町白浜 ","河内小学校"
3012258,8,1,"103037000",-39019.93,-18755.17,12,"熊本市西区 河内町船津 ","河内小学校"
3012259,8,1,"103036000",-37298.75,-17082.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012260,8,1,"103036000",-39058.78,-16680.86,12,"熊本市西区 河内町白浜 ","河内小学校"
3012261,8,1,"103037000",-38329.72,-18950.37,12,"熊本市西区 河内町船津 ","河内小学校"
3012262,8,1,"103037000",-38337.41,-18062.74,12,"熊本市西区 河内町船津 ","河内小学校"
3012263,8,1,"103037000",-39096.05,-18107.22,12,"熊本市西区 河内町船津 ","河内小学校"
3012264,8,1,"103037000",-38271.49,-18977.11,12,"熊本市西区 河内町船津 ","河内小学校"
3012265,8,1,"103036000",-38915.55,-17419.5,12,"熊本市西区 河内町白浜 ","河内小学校"
3012266,8,1,"103037000",-38651.57,-18017.28,12,"熊本市西区 河内町船津 ","河内小学校"
3012267,8,1,"103036000",-39081.85,-16644.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012268,8,1,"103037000",-38744.31,-18665.84,12,"熊本市西区 河内町船津 ","河内小学校"
3012269,8,1,"103037000",-38651.57,-18017.28,12,"熊本市西区 河内町船津 ","河内小学校"
3012270,8,1,"103036000",-39081.85,-16644.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012271,8,1,"103037000",-38999.41,-17929.21,12,"熊本市西区 河内町船津 ","河内小学校"
3012272,8,1,"103036000",-38856.4,-16606.73,12,"熊本市西区 河内町白浜 ","河内小学校"
3012273,8,1,"103037000",-38709.95,-18407.45,12,"熊本市西区 河内町船津 ","河内小学校"
3012274,8,1,"103036000",-39369.18,-16848.6,12,"熊本市西区 河内町白浜 ","河内小学校"
3012275,8,1,"103037000",-39152.5,-19031.74,12,"熊本市西区 河内町船津 ","河内小学校"
3012276,8,1,"103036000",-38790.25,-17438.56,12,"熊本市西区 河内町白浜 ","河内小学校"
3012277,8,1,"103037000",-38948.57,-18438.93,12,"熊本市西区 河内町船津 ","河内小学校"
3012278,8,1,"103037000",-38654.81,-18619.17,12,"熊本市西区 河内町船津 ","河内小学校"
3012279,8,1,"103037000",-38357.46,-18805.82,12,"熊本市西区 河内町船津 ","河内小学校"
3012280,8,1,"103036000",-39033.75,-16626.19,12,"熊本市西区 河内町白浜 ","河内小学校"
3012281,8,1,"103037000",-38357.46,-18805.82,12,"熊本市西区 河内町船津 ","河内小学校"
3012282,8,1,"103037000",-38558.44,-18606.56,12,"熊本市西区 河内町船津 ","河内小学校"
3012283,8,1,"103036000",-39168.37,-16844.81,12,"熊本市西区 河内町白浜 ","河内小学校"
3012284,8,1,"103037000",-38584.77,-18569.89,12,"熊本市西区 河内町船津 ","河内小学校"
3012285,8,1,"103036000",-38821.96,-17368.94,12,"熊本市西区 河内町白浜 ","河内小学校"
3012286,8,1,"103036000",-38881.75,-17557.86,12,"熊本市西区 河内町白浜 ","河内小学校"
3012287,8,1,"103037000",-38944.95,-18778.98,12,"熊本市西区 河内町船津 ","河内小学校"
3012288,8,1,"103036000",-39368.83,-16906.92,12,"熊本市西区 河内町白浜 ","河内小学校"
3012289,8,1,"103036000",-38806.05,-17651.82,12,"熊本市西区 河内町白浜 ","河内小学校"
3012290,8,1,"103037000",-39102.54,-18149.81,12,"熊本市西区 河内町船津 ","河内小学校"
3012291,8,1,"103036000",-38863.41,-17483.55,12,"熊本市西区 河内町白浜 ","河内小学校"
3012292,8,1,"103036000",-39047.46,-16706.59,12,"熊本市西区 河内町白浜 ","河内小学校"
3012293,8,1,"103036000",-38928.16,-17314.08,12,"熊本市西区 河内町白浜 ","河内小学校"
3012294,8,1,"103037000",-38677.08,-18522.4,12,"熊本市西区 河内町船津 ","河内小学校"
3012295,8,1,"103036000",-38816.12,-17399.76,12,"熊本市西区 河内町白浜 ","河内小学校"
3012296,8,1,"103036000",-38925.27,-17334.95,12,"熊本市西区 河内町白浜 ","河内小学校"
3012297,8,1,"103037000",-38294.21,-17979.79,12,"熊本市西区 河内町船津 ","河内小学校"
3012298,8,1,"103036000",-38980.58,-17082.16,12,"熊本市西区 河内町白浜 ","河内小学校"
3012299,8,1,"103037000",-38717.66,-18615.72,12,"熊本市西区 河内町船津 ","河内小学校"
3012300,8,1,"103036000",-38543.81,-17531.56,12,"熊本市西区 河内町白浜 ","河内小学校"
3012301,8,1,"103037000",-38651.57,-18017.28,12,"熊本市西区 河内町船津 ","河内小学校"
3012302,8,1,"103036000",-38957.66,-16824.06,12,"熊本市西区 河内町白浜 ","河内小学校"
3012303,8,1,"103037000",-39191.37,-18280.69,12,"熊本市西区 河内町船津 ","河内小学校"
3012304,8,1,"103037000",-38481.56,-18871.64,12,"熊本市西区 河内町船津 ","河内小学校"
3012305,8,1,"103036000",-39081.85,-16644.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012306,8,1,"103037000",-38530.45,-18618.88,12,"熊本市西区 河内町船津 ","河内小学校"
3012307,8,1,"103037000",-37904.76,-18162.59,12,"熊本市西区 河内町船津 ","河内小学校"
3012308,8,1,"103036000",-37515.08,-16848.52,12,"熊本市西区 河内町白浜 ","河内小学校"
3012309,8,1,"103037000",-38424.94,-18730.19,12,"熊本市西区 河内町船津 ","河内小学校"
3012310,8,1,"103036000",-38755.22,-17551.42,12,"熊本市西区 河内町白浜 ","河内小学校"
3012311,8,1,"103037000",-38744.84,-19066.02,12,"熊本市西区 河内町船津 ","河内小学校"
3012312,8,1,"103037000",-38626,-18742.77,12,"熊本市西区 河内町船津 ","河内小学校"
3012313,8,1,"103037000",-38777.3,-18762.83,12,"熊本市西区 河内町船津 ","河内小学校"
3012314,8,1,"103037000",-39358.56,-18803.11,12,"熊本市西区 河内町船津 ","河内小学校"
3012315,8,1,"103036000",-38614.45,-17647.33,12,"熊本市西区 河内町白浜 ","河内小学校"
3012316,8,1,"103037000",-39096.05,-18107.22,12,"熊本市西区 河内町船津 ","河内小学校"
3012317,8,1,"103037000",-38464.05,-18675.46,12,"熊本市西区 河内町船津 ","河内小学校"
3012318,8,1,"103037000",-38471.36,-17965.22,12,"熊本市西区 河内町船津 ","河内小学校"
3012319,8,1,"103037000",-38886.27,-18873.13,12,"熊本市西区 河内町船津 ","河内小学校"
3012320,8,1,"103036000",-38779.7,-16721.41,12,"熊本市西区 河内町白浜 ","河内小学校"
3012321,8,1,"103037000",-39019.93,-18755.17,12,"熊本市西区 河内町船津 ","河内小学校"
3012322,8,1,"103036000",-38891.83,-17277.56,12,"熊本市西区 河内町白浜 ","河内小学校"
3012323,8,1,"103036000",-38909.24,-17632.77,12,"熊本市西区 河内町白浜 ","河内小学校"
3012324,8,1,"103037000",-38985.72,-18416.31,12,"熊本市西区 河内町船津 ","河内小学校"
3012325,8,1,"103037000",-39332.7,-18770.36,12,"熊本市西区 河内町船津 ","河内小学校"
3012326,8,1,"103037000",-38930.13,-18839.2,12,"熊本市西区 河内町船津 ","河内小学校"
3012327,8,1,"103037000",-38473.52,-18664.93,12,"熊本市西区 河内町船津 ","河内小学校"
3012328,8,1,"103037000",-38530.45,-18618.88,12,"熊本市西区 河内町船津 ","河内小学校"
3012329,8,1,"103037000",-38249.52,-18100.23,12,"熊本市西区 河内町船津 ","河内小学校"
3012330,8,1,"103037000",-38426.03,-18785.06,12,"熊本市西区 河内町船津 ","河内小学校"
3012331,8,1,"103036000",-39033.75,-16626.19,12,"熊本市西区 河内町白浜 ","河内小学校"
3012332,8,1,"103036000",-38825.68,-17677.27,12,"熊本市西区 河内町白浜 ","河内小学校"
3012333,8,1,"103036000",-39283.31,-16872.47,12,"熊本市西区 河内町白浜 ","河内小学校"
3012334,8,1,"103037000",-39144.75,-18439.22,12,"熊本市西区 河内町船津 ","河内小学校"
3012335,8,1,"103036000",-38558.19,-17544.98,12,"熊本市西区 河内町白浜 ","河内小学校"
3012336,8,1,"103037000",-38548.65,-18620.45,12,"熊本市西区 河内町船津 ","河内小学校"
3012337,8,1,"103036000",-38765.45,-16741.03,12,"熊本市西区 河内町白浜 ","河内小学校"
3012338,8,1,"103037000",-38932.98,-18911.4,12,"熊本市西区 河内町船津 ","河内小学校"
3012339,8,1,"103036000",-38874.98,-17528.03,12,"熊本市西区 河内町白浜 ","河内小学校"
3012340,8,1,"103036000",-37299.93,-17070.75,12,"熊本市西区 河内町白浜 ","河内小学校"
3012341,8,1,"103037000",-39036.47,-18793.03,12,"熊本市西区 河内町船津 ","河内小学校"
3012342,8,1,"103036000",-38773.54,-17506.28,12,"熊本市西区 河内町白浜 ","河内小学校"
3012343,8,1,"103037000",-38473.52,-18664.93,12,"熊本市西区 河内町船津 ","河内小学校"
3012344,8,1,"103037000",-38421.49,-18908.48,12,"熊本市西区 河内町船津 ","河内小学校"
3012345,8,1,"103036000",-38613.53,-17528.62,12,"熊本市西区 河内町白浜 ","河内小学校"
3012346,8,1,"103037000",-38879.29,-18900.57,12,"熊本市西区 河内町船津 ","河内小学校"
3012347,8,1,"103036000",-39235.29,-16749.49,12,"熊本市西区 河内町白浜 ","河内小学校"
3012348,8,1,"103036000",-38766.86,-17458.89,12,"熊本市西区 河内町白浜 ","河内小学校"
3012349,8,1,"103037000",-38479.07,-18798.66,12,"熊本市西区 河内町船津 ","河内小学校"
3012350,8,1,"103037000",-38157.27,-17946.2,12,"熊本市西区 河内町船津 ","河内小学校"
3012351,8,1,"103037000",-39219.36,-18374.28,12,"熊本市西区 河内町船津 ","河内小学校"
3012352,8,1,"103037000",-38482.92,-18852.36,12,"熊本市西区 河内町船津 ","河内小学校"
3012353,8,1,"103036000",-38802.66,-17553.48,12,"熊本市西区 河内町白浜 ","河内小学校"
3012354,8,1,"103037000",-38549.65,-18567.4,12,"熊本市西区 河内町船津 ","河内小学校"
3012355,8,1,"103037000",-38126.54,-17959.78,12,"熊本市西区 河内町船津 ","河内小学校"
3012356,8,1,"103037000",-38501.53,-18682.1,12,"熊本市西区 河内町船津 ","河内小学校"
3012357,8,1,"103037000",-39183.75,-19070.54,12,"熊本市西区 河内町船津 ","河内小学校"
3012358,8,1,"103037000",-38915.76,-17926.01,12,"熊本市西区 河内町船津 ","河内小学校"
3012359,8,1,"103037000",-38959.79,-18003.86,12,"熊本市西区 河内町船津 ","河内小学校"
3012360,8,1,"103037000",-38915.76,-17926.01,12,"熊本市西区 河内町船津 ","河内小学校"
3012361,8,1,"103037000",-38530.45,-18618.88,12,"熊本市西区 河内町船津 ","河内小学校"
3012362,8,1,"103036000",-39307.18,-16874.95,12,"熊本市西区 河内町白浜 ","河内小学校"
3012363,8,1,"103037000",-39102.54,-18149.81,12,"熊本市西区 河内町船津 ","河内小学校"
3012364,8,1,"103037000",-38863.62,-18842.78,12,"熊本市西区 河内町船津 ","河内小学校"
3012365,8,1,"103036000",-38701.46,-17486.63,12,"熊本市西区 河内町白浜 ","河内小学校"
3012366,8,1,"103036000",-38829.74,-17657.59,12,"熊本市西区 河内町白浜 ","河内小学校"
3012367,8,1,"103037000",-38231.76,-18163.79,12,"熊本市西区 河内町船津 ","河内小学校"
3012368,8,1,"103037000",-38271.49,-18977.11,12,"熊本市西区 河内町船津 ","河内小学校"
3012369,8,1,"103036000",-37398.39,-17309.57,12,"熊本市西区 河内町白浜 ","河内小学校"
3012370,8,1,"103037000",-39330.2,-18875.04,12,"熊本市西区 河内町船津 ","河内小学校"
3012371,8,1,"103037000",-38413.33,-18959.29,12,"熊本市西区 河内町船津 ","河内小学校"
3012372,8,1,"103037000",-39385.17,-18827.69,12,"熊本市西区 河内町船津 ","河内小学校"
3012373,8,1,"103036000",-39068.34,-16873,12,"熊本市西区 河内町白浜 ","河内小学校"
3012374,8,1,"103037000",-38948.57,-18438.93,12,"熊本市西区 河内町船津 ","河内小学校"
3012375,8,1,"103036000",-38216.29,-17530.28,12,"熊本市西区 河内町白浜 ","河内小学校"
3012376,8,1,"103036000",-38874.98,-17528.03,12,"熊本市西区 河内町白浜 ","河内小学校"
3012377,8,1,"103036000",-37298.75,-17082.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012378,8,1,"103037000",-39385.17,-18827.69,12,"熊本市西区 河内町船津 ","河内小学校"
3012379,8,1,"103037000",-38329.72,-18950.37,12,"熊本市西区 河内町船津 ","河内小学校"
3012380,8,1,"103037000",-38595.26,-18590.21,12,"熊本市西区 河内町船津 ","河内小学校"
3012381,8,1,"103037000",-38570.66,-18797.58,12,"熊本市西区 河内町船津 ","河内小学校"
3012382,8,1,"103037000",-38717.66,-18615.72,12,"熊本市西区 河内町船津 ","河内小学校"
3012383,8,1,"103037000",-38244.79,-18951.38,12,"熊本市西区 河内町船津 ","河内小学校"
3012384,8,1,"103037000",-38584.77,-18569.89,12,"熊本市西区 河内町船津 ","河内小学校"
3012385,8,1,"103037000",-38240.43,-18896.5,12,"熊本市西区 河内町船津 ","河内小学校"
3012386,8,1,"103037000",-38956.86,-18256.79,12,"熊本市西区 河内町船津 ","河内小学校"
3012387,8,1,"103037000",-38329.74,-17964.09,12,"熊本市西区 河内町船津 ","河内小学校"
3012388,8,1,"103036000",-38684.77,-17559.94,12,"熊本市西区 河内町白浜 ","河内小学校"
3012389,8,1,"103037000",-38691.91,-18672.54,12,"熊本市西区 河内町船津 ","河内小学校"
3012390,8,1,"103037000",-38547.42,-18916.76,12,"熊本市西区 河内町船津 ","河内小学校"
3012391,8,1,"103037000",-38075.62,-18129.18,12,"熊本市西区 河内町船津 ","河内小学校"
3012392,8,1,"103036000",-39195.85,-17394.45,12,"熊本市西区 河内町白浜 ","河内小学校"
3012393,8,1,"103036000",-38998.7,-17006.9,12,"熊本市西区 河内町白浜 ","河内小学校"
3012394,8,1,"103036000",-38923.56,-17354.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012395,8,1,"103036000",-39033.75,-16626.19,12,"熊本市西区 河内町白浜 ","河内小学校"
3012396,8,1,"103036000",-37299.93,-17070.75,12,"熊本市西区 河内町白浜 ","河内小学校"
3012397,8,1,"103037000",-38757.28,-18567.58,12,"熊本市西区 河内町船津 ","河内小学校"
3012398,8,1,"103036000",-39009.99,-17855.53,12,"熊本市西区 河内町白浜 ","河内小学校"
3012399,8,1,"103037000",-38915.76,-17926.01,12,"熊本市西区 河内町船津 ","河内小学校"
3012400,8,1,"103037000",-38191.65,-18138.75,12,"熊本市西区 河内町船津 ","河内小学校"
3012401,8,1,"103037000",-38329.72,-18950.37,12,"熊本市西区 河内町船津 ","河内小学校"
3012402,8,1,"103036000",-38872.19,-17731.28,12,"熊本市西区 河内町白浜 ","河内小学校"
3012403,8,1,"103037000",-38654.81,-18619.17,12,"熊本市西区 河内町船津 ","河内小学校"
3012404,8,1,"103037000",-38602.09,-17988.23,12,"熊本市西区 河内町船津 ","河内小学校"
3012405,8,1,"103037000",-39322.13,-18780.37,12,"熊本市西区 河内町船津 ","河内小学校"
3012406,8,1,"103036000",-37891.99,-17162.79,12,"熊本市西区 河内町白浜 ","河内小学校"
3012407,8,1,"103037000",-37936.69,-18137.52,12,"熊本市西区 河内町船津 ","河内小学校"
3012408,8,1,"103036000",-39452.77,-16821.69,12,"熊本市西区 河内町白浜 ","河内小学校"
3012409,8,1,"103036000",-39390.09,-16841.69,12,"熊本市西区 河内町白浜 ","河内小学校"
3012410,8,1,"103037000",-38937.3,-18361.76,12,"熊本市西区 河内町船津 ","河内小学校"
3012411,8,1,"103037000",-38368.15,-17990.72,12,"熊本市西区 河内町船津 ","河内小学校"
3012412,8,1,"103036000",-38679.16,-17530.88,12,"熊本市西区 河内町白浜 ","河内小学校"
3012413,8,1,"103037000",-38588.14,-17984.56,12,"熊本市西区 河内町船津 ","河内小学校"
3012414,8,1,"103036000",-39081.85,-16644.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012415,8,1,"103036000",-38859.79,-17677.14,12,"熊本市西区 河内町白浜 ","河内小学校"
3012416,8,1,"103037000",-39385.17,-18827.69,12,"熊本市西区 河内町船津 ","河内小学校"
3012417,8,1,"103037000",-39089.25,-18075.79,12,"熊本市西区 河内町船津 ","河内小学校"
3012418,8,1,"103036000",-38724.57,-17597.36,12,"熊本市西区 河内町白浜 ","河内小学校"
3012419,8,1,"103037000",-38650.67,-17966.15,12,"熊本市西区 河内町船津 ","河内小学校"
3012420,8,1,"103037000",-39102.54,-18149.81,12,"熊本市西区 河内町船津 ","河内小学校"
3012421,8,1,"103037000",-37992.31,-18133.27,12,"熊本市西区 河内町船津 ","河内小学校"
3012422,8,1,"103037000",-38650.67,-17966.15,12,"熊本市西区 河内町船津 ","河内小学校"
3012423,8,1,"103036000",-38904.26,-17118.85,12,"熊本市西区 河内町白浜 ","河内小学校"
3012424,8,1,"103037000",-37124.41,-18526.03,12,"熊本市西区 河内町船津 ","河内小学校"
3012425,8,1,"103037000",-38516.26,-18635.19,12,"熊本市西区 河内町船津 ","河内小学校"
3012426,8,1,"103037000",-38253.03,-18855.68,12,"熊本市西区 河内町船津 ","河内小学校"
3012427,8,1,"103036000",-38982.17,-17071.29,12,"熊本市西区 河内町白浜 ","河内小学校"
3012428,8,1,"103037000",-38242.88,-17965.72,12,"熊本市西区 河内町船津 ","河内小学校"
3012429,8,1,"103037000",-38713.21,-18665.15,12,"熊本市西区 河内町船津 ","河内小学校"
3012430,8,1,"103036000",-39283.31,-16872.47,12,"熊本市西区 河内町白浜 ","河内小学校"
3012431,8,1,"103036000",-39283.31,-16872.47,12,"熊本市西区 河内町白浜 ","河内小学校"
3012432,8,1,"103037000",-38284.97,-17959.54,12,"熊本市西区 河内町船津 ","河内小学校"
3012433,8,1,"103037000",-38300.88,-18120.9,12,"熊本市西区 河内町船津 ","河内小学校"
3012434,8,1,"103036000",-37298.75,-17082.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012435,8,1,"103037000",-39102.54,-18149.81,12,"熊本市西区 河内町船津 ","河内小学校"
3012436,8,1,"103037000",-39191.37,-18280.69,12,"熊本市西区 河内町船津 ","河内小学校"
3012437,8,1,"103037000",-38654.81,-18619.17,12,"熊本市西区 河内町船津 ","河内小学校"
3012438,8,1,"103036000",-37460.45,-17717.36,12,"熊本市西区 河内町白浜 ","河内小学校"
3012439,8,1,"103036000",-39111.41,-16641.79,12,"熊本市西区 河内町白浜 ","河内小学校"
3012440,8,1,"103036000",-39195.85,-17394.45,12,"熊本市西区 河内町白浜 ","河内小学校"
3012441,8,1,"103037000",-38883.06,-18886.66,12,"熊本市西区 河内町船津 ","河内小学校"
3012442,8,1,"103037000",-38109.27,-18126.37,12,"熊本市西区 河内町船津 ","河内小学校"
3012443,8,1,"103037000",-38706.82,-18961.08,12,"熊本市西区 河内町船津 ","河内小学校"
3012444,8,1,"103036000",-38835.7,-17870.42,12,"熊本市西区 河内町白浜 ","河内小学校"
3012445,8,1,"103037000",-38481.56,-18871.64,12,"熊本市西区 河内町船津 ","河内小学校"
3012446,8,1,"103037000",-38908,-18458.37,12,"熊本市西区 河内町船津 ","河内小学校"
3012447,8,1,"103036000",-39195.85,-17394.45,12,"熊本市西区 河内町白浜 ","河内小学校"
3012448,8,1,"103036000",-38646.92,-17605.06,12,"熊本市西区 河内町白浜 ","河内小学校"
3012449,8,1,"103036000",-38969.7,-17221.96,12,"熊本市西区 河内町白浜 ","河内小学校"
3012450,8,1,"103037000",-38261.85,-18020.27,12,"熊本市西区 河内町船津 ","河内小学校"
3012451,8,1,"103037000",-39264.64,-18960.01,12,"熊本市西区 河内町船津 ","河内小学校"
3012452,8,1,"103037000",-38651.57,-18017.28,12,"熊本市西区 河内町船津 ","河内小学校"
3012453,8,1,"103036000",-37298.75,-17082.91,12,"熊本市西区 河内町白浜 ","河内小学校"
3012454,8,1,"103037000",-38435.53,-17957.7,12,"熊本市西区 河内町船津 ","河内小学校"
3012455,8,1,"103037000",-38948.57,-18438.93,12,"熊本市西区 河内町船津 ","河内小学校"
3012456,8,1,"103037000",-39060.77,-18106.98,12,"熊本市西区 河内町船津 ","河内小学校"
3012457,8,1,"103037000",-38606.78,-18707.31,12,"熊本市西区 河内町船津 ","河内小学校"
3012458,8,1,"103036000",-39009.19,-17375.12,12,"熊本市西区 河内町白浜 ","河内小学校"
3012459,8,1,"103037000",-38779.85,-18924.98,12,"熊本市西区 河内町船津 ","河内小学校"
3012460,8,1,"103037000",-38650.67,-17966.15,12,"熊本市西区 河内町船津 ","河内小学校"
3012461,8,1,"103037000",-38767.12,-18828.31,12,"熊本市西区 河内町船津 ","河内小学校"
3012462,8,1,"103037000",-38357.46,-18805.82,12,"熊本市西区 河内町船津 ","河内小学校"
3012463,8,1,"103037000",-38956.11,-18033.13,12,"熊本市西区 河内町船津 ","河内小学校"
3012464,8,1,"103037000",-38271.49,-18977.11,12,"熊本市西区 河内町船津 ","河内小学校"
3012465,8,1,"103037000",-38848.86,-18444.1,12,"熊本市西区 河内町船津 ","河内小学校"
3012466,8,1,"103036000",-38968.79,-16865.87,12,"熊本市西区 河内町白浜 ","河内小学校"
3012467,8,1,"103037000",-39211.66,-18389.09,12,"熊本市西区 河内町船津 ","河内小学校"
3012468,8,1,"103037000",-39264.18,-18856.08,12,"熊本市西区 河内町船津 ","河内小学校"
3012469,8,1,"103037000",-39127.18,-18802.12,12,"熊本市西区 河内町船津 ","河内小学校"
3012470,8,1,"103037000",-39025.09,-18689.75,12,"熊本市西区 河内町船津 ","河内小学校"
3012471,8,1,"103037000",-38110.28,-17972.34,12,"熊本市西区 河内町船津 ","河内小学校"
3012472,8,1,"103037000",-38329.72,-18950.37,12,"熊本市西区 河内町船津 ","河内小学校"
3012473,8,1,"103036000",-39033.75,-16626.19,12,"熊本市西区 河内町白浜 ","河内小学校"
3012474,8,1,"103036000",-39105.85,-16853.75,12,"熊本市西区 河内町白浜 ","河内小学校"
3012475,8,1,"103037000",-38491.31,-18830.09,12,"熊本市西区 河内町船津 ","河内小学校"
3012476,8,1,"103037000",-38563.1,-18553.94,12,"熊本市西区 河内町船津 ","河内小学校"
3012477,8,1,"103037000",-38959.79,-18003.86,12,"熊本市西区 河内町船津 ","河内小学校"
3012478,8,1,"103037000",-38948.57,-18438.93,12,"熊本市西区 河内町船津 ","河内小学校"
3012479,8,1,"103036000",-38463.51,-17305.37,12,"熊本市西区 河内町白浜 ","河内小学校"
3012480,8,1,"103037000",-39314.98,-18914.5,12,"熊本市西区 河内町船津 ","河内小学校"
3012481,8,1,"103036000",-38511.62,-17495.06,12,"熊本市西区 河内町白浜 ","河内小学校"
3012482,8,1,"103037000",-38595.1,-18824.48,12,"熊本市西区 河内町船津 ","河内小学校"
3012483,8,1,"103036000",-38992.36,-17694.64,12,"熊本市西区 河内町白浜 ","河内小学校"
3012484,8,1,"103037000",-38999.41,-17929.21,12,"熊本市西区 河内町船津 ","河内小学校"
3012485,8,1,"103036000",-37891.99,-17162.79,12,"熊本市西区 河内町白浜 ","河内小学校"
3012486,8,1,"103037000",-38928.39,-18395.13,12,"熊本市西区 河内町船津 ","河内小学校"
3012487,8,1,"103036000",-37780.91,-17532.06,12,"熊本市西区 河内町白浜 ","河内小学校"
3012488,8,1,"103036000",-39235.29,-16749.49,12,"熊本市西区 河内町白浜 ","河内小学校"
3012489,8,1,"103036000",-39411.07,-16835.01,12,"熊本市西区 河内町白浜 ","河内小学校"
3012490,8,1,"103037000",-39127.18,-18802.12,12,"熊本市西区 河内町船津 ","河内小学校"
3012491,8,1,"103036000",-38667.58,-17666.12,12,"熊本市西区 河内町白浜 ","河内小学校"
3012492,8,1,"103036000",-38702.13,-17522.33,12,"熊本市西区 河内町白浜 ","河内小学校"
3012493,8,1,"103036000",-38944.73,-17217.85,12,"熊本市西区 河内町白浜 ","河内小学校"
3012494,8,1,"103037000",-38702.75,-18340.61,12,"熊本市西区 河内町船津 ","河内小学校"
3012495,8,1,"103037000",-38640.48,-18650.47,12,"熊本市西区 河内町船津 ","河内小学校"
